,rank,year,movie,wwbox_office,dombox_office,internationalbox_office,url,genre,production_companies,inflation_rank,infl_gross_box_office,actors,directors,main,number_of_stars,director_main,number_of_directors,production_companies_main,number_of_production_companies
552,553,2008,High School Musical 3: Senior Year,274392880.0,90559416.0,183833464.0,/movie/High-School-Musical-3-Senior-Year,Musical,"['Walt-Disney-Pictures', 'Borden-and-Rosenbush-Entertainment']",,,[],[],,0,,0,Walt-Disney-Pictures,2
553,554,2013,Cloudy with a Chance of Meatballs 2,274392649.0,119793567.0,154599082.0,/movie/Cloudy-with-a-Chance-of-Meatballs-2,Adventure,"['Columbia-Pictures', 'Sony-Pictures-Animation']",908,134958329.0,"['Bill Hader', 'Anna Faris', 'James Caan']","['Cody Cameron', 'Kris Pearn']",Bill Hader,3,Cody Cameron,2,Columbia-Pictures,2
554,555,1996,The Nutty Professor,273814019.0,128814019.0,145000000.0,/movie/Nutty-Professor-The,Comedy,['Nan'],293,266953938.0,[],[],,0,,0,Nan,1
555,556,1996,Jerry Maguire,273552592.0,153952592.0,119600000.0,/movie/Jerry-Maguire,Romantic-Comedy,['Tri-Star-Pictures'],200,313631017.0,['Tom Cruise'],['Cameron Crowe'],Tom Cruise,1,Cameron Crowe,1,Tri-Star-Pictures,1
556,557,2018,Tomb Raider,273477501.0,58250803.0,215226698.0,/movie/Tomb-Raider-(2018),Action,"['Metro-Goldwyn-Mayer-Pictures', 'Warner-Bros', 'GK-Films', 'Square-Enix-Business']",,,['Alicia Vikander'],['Roar Uthaug'],Alicia Vikander,1,Roar Uthaug,1,Metro-Goldwyn-Mayer-Pictures,4
557,558,2012,Lincoln,273346281.0,182207973.0,91138308.0,/movie/Lincoln,Drama,"['DreamWorks-Pictures', '20th-Century-Fox', 'Participant-Media', 'Dune-Entertainment', 'Amblin-Entertainment', 'Kennedy-Marshall-Company-The', 'Reliance-Entertainment']",455,208759258.0,['Daniel Day-Lewis'],['Steven Spielberg'],Daniel Day-Lewis,1,Steven Spielberg,1,DreamWorks-Pictures,7
558,559,2001,Lara Croft: Tomb Raider,273330185.0,131144183.0,142186002.0,/movie/Lara-Croft-Tomb-Raider,Adventure,"['Paramount-Pictures', 'Mutual-Film-Company', 'Lawrence-Gordon', 'Eidos-Interactive']",436,212240406.0,['Angelina Jolie'],['Simon West'],Angelina Jolie,1,Simon West,1,Paramount-Pictures,4
559,560,2003,Bad Boys II,273271982.0,138540870.0,134731112.0,/movie/Bad-Boys-II,Action,['Columbia-Pictures'],444,210453455.0,[],[],,0,,0,Columbia-Pictures,1
560,561,2010,Grown Ups,272223000.0,162001186.0,110221814.0,/movie/Grown-Ups,Comedy,"['Columbia-Pictures', 'Relativity-Media', 'Happy-Madison']",537,188077425.0,"['Adam Sandler', 'Kevin James', 'Chris Rock']",['Dennis Dugan'],Adam Sandler,3,Dennis Dugan,1,Columbia-Pictures,3
561,562,2009,The Princess and the Frog,270997378.0,104400899.0,166596479.0,/movie/Princess-and-the-Frog-The,Adventure,"['Walt-Disney-Pictures', 'Walt-Disney-Animation-Studios']",990,126388938.0,"['Anika Noni Rose', 'Bruno Campos']","['John Musker', 'Ron Clements']",Anika Noni Rose,2,John Musker,2,Walt-Disney-Pictures,2
562,563,2014,Neighbors,270944428.0,150086800.0,120857628.0,/movie/Neighbors-(2013),Comedy,"['Good-Universe', 'Point-Grey']",670,168273569.0,"['Seth Rogen', 'Zac Efron', 'Rose Byrne']",['Nicholas Stoller'],Seth Rogen,3,Nicholas Stoller,1,Good-Universe,2
563,564,1993,The Firm,270340892.0,158340892.0,112000000.0,/movie/Firm-The,Thriller-or-Suspense,"['John-Davis', 'Scott-Rudin-Productions', 'Mirage']",153,350338783.0,['Tom Cruise'],['Sydney Pollack'],Tom Cruise,1,Sydney Pollack,1,John-Davis,3
564,565,2014,Mr. Peabody & Sherman,269806430.0,111506430.0,158300000.0,/movie/Mr-Peabody-and-Sherman,Adventure,"['Bullwinkle-Studios', 'DreamWorks-Animation', 'PDI']",,,"['Ty Burrell', 'Max Charles']",['Rob Minkoff'],Ty Burrell,2,Rob Minkoff,1,Bullwinkle-Studios,3
565,566,2008,"10,000 B.C.",269065678.0,94784201.0,174281477.0,/movie/10-000-B-C,Adventure,"['Centropolis-Entertainment', 'Legendary-Pictures', 'Warner-Bros']",,,[],[],,0,,0,Centropolis-Entertainment,3
566,567,1972,The Godfather,268500000.0,134966411.0,133533589.0,/movie/Godfather-The,Drama,['Nan'],,,['Al Pacino'],['Francis Ford Coppola'],Al Pacino,1,Francis Ford Coppola,1,Nan,1
567,568,2014,Exodus: Gods and Kings,268314513.0,65014513.0,203300000.0,/movie/Exodus-Gods-and-Kings,Drama,"['Chernin-Entertainment', 'Scott-Free-Films']",,,"['Christian Bale', 'Joel Edgerton']",['Ridley Scott'],Christian Bale,2,Ridley Scott,1,Chernin-Entertainment,2
568,569,2010,The Expendables,268268174.0,103068524.0,165199650.0,/movie/Expendables-The,Action,"['Nu-Image', 'Millennium-Films']",,,"['Sylvester Stallone', 'Jason Statham', 'Jet Li']",['Sylvester Stallone'],Sylvester Stallone,3,Sylvester Stallone,1,Nu-Image,2
569,570,1942,Bambi,268000000.0,102797000.0,165203000.0,/movie/Bambi-(1942),Adventure,['Walt-Disney-Animation-Studios'],,,[],[],,0,,0,Walt-Disney-Animation-Studios,1
570,571,2007,American Gangster,267985456.0,130164645.0,137820811.0,/movie/American-Gangster,Drama,"['Relativity-Media', 'Imagine-Entertainment']",629,173244198.0,[],[],,0,,0,Relativity-Media,2
571,572,2013,Weâre the Millers,267816276.0,150394119.0,117422157.0,/movie/Were-the-Millers,Comedy,"['New-Line-Cinema', 'Newman-Tooley', 'Slap-Happy-Productions', 'Heyday-Films', 'Benderspink-Productions']",656,169447735.0,"['Jennifer Aniston', 'Jason Sudeikis', 'Will Poulter']",['Rawson Marshall Thurber'],Jennifer Aniston,3,Rawson Marshall Thurber,1,New-Line-Cinema,5
572,573,2002,xXx,267200000.0,141930000.0,125270000.0,/movie/xXx,Action,"['Revolution-Studios', 'Neal-H-Moritz']",395,223765710.0,[],[],,0,,0,Revolution-Studios,2
573,574,1992,Batman Returns,266824291.0,162833635.0,103990656.0,/movie/Batman-Returns,Action,['Nan'],148,359411103.0,[],[],,0,,0,Nan,1
574,575,2003,Something's Gotta Give,266685242.0,124685242.0,142000000.0,/movie/Somethings-Gotta-Give,Romantic-Comedy,"['Columbia-Pictures', 'Warner-Bros', 'Waverly-Films']",539,187491579.0,"['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves']",['Nancy Meyers'],Jack Nicholson,3,Nancy Meyers,1,Columbia-Pictures,3
575,576,1993,Indecent Proposal,266600000.0,106614059.0,159985941.0,/movie/Indecent-Proposal,Drama,['Sherry-Lansing'],356,235890042.0,[],[],,0,,0,Sherry-Lansing,1
576,577,2018,Maze Runner: The Death Cure,265878536.0,58032443.0,207846093.0,/movie/Maze-Runner-The-Death-Cure,Action,"['Gotham-Group', 'Temple-Hill-Entertainment', 'TSG-Entertainment']",,,"['Dylan Oâ\x80\x99Brien', 'Kaya Scodelario', 'Thomas Brodie-Sangster']",['Wes Ball'],Dylan OâBrien,3,Wes Ball,1,Gotham-Group,3
577,578,2008,The Incredible Hulk,265573859.0,134806913.0,130766946.0,/movie/Incredible-Hulk-The,Adventure,"['Universal-Pictures', 'Marvel-Studios', 'Valhalla-Motion-Pictures']",637,171982078.0,['Edward Norton'],['Louis Leterrier'],Edward Norton,1,Louis Leterrier,1,Universal-Pictures,3
578,579,1995,Waterworld,264246220.0,88246220.0,176000000.0,/movie/Waterworld,Action,['Universal-Pictures'],548,185824221.0,[],[],,0,,0,Universal-Pictures,1
579,580,1998,The Truman Show,264118201.0,125618201.0,138500000.0,/movie/Truman-Show-The,Drama,['Scott-Rudin-Productions'],340,245343858.0,[],[],,0,,0,Scott-Rudin-Productions,1
580,581,1997,The Fifth Element,263898761.0,63570862.0,200327899.0,/movie/Fifth-Element-The,Action,['Gaumont'],985,126864727.0,"['Bruce Willis', 'Gary Oldman', 'Milla Jovovich']",['Luc Besson'],Bruce Willis,3,Luc Besson,1,Gaumont,1
581,582,2004,Bridget Jones: The Edge Of Reason,263894551.0,40203020.0,223691531.0,/movie/Bridget-Jones-The-Edge-Of-Reason,Romantic-Comedy,['Working-Title-Films'],,,[],[],,0,,0,Working-Title-Films,1
582,583,2011,Real Steel,263880341.0,85463309.0,178417032.0,/movie/Real-Steel,Action,"['DreamWorks-Pictures', 'Reliance-BIG-Entertainment', '21-Laps-Entertainment', 'Montford-Murphy']",,,['Hugh Jackman'],['Shawn Levy'],Hugh Jackman,1,Shawn Levy,1,DreamWorks-Pictures,4
583,584,2021,A Quiet Place: Part II,263700680.0,157663601.0,106037079.0,/movie/Quiet-Place-Part-II-A-(2020),Horror,['Platinum-Dunes'],734,157663601.0,['Emily Blunt'],['John Krasinski'],Emily Blunt,1,John Krasinski,1,Platinum-Dunes,1
584,585,1950,Cinderella,263591415.0,85000000.0,178591415.0,/movie/Cinderella-(1950),Musical,['Nan'],,,['Ilene Woods'],"['Clyde Geronimi', 'Wilfred Jackson']",Ilene Woods,1,Clyde Geronimi,2,Nan,1
585,586,2017,Baahubali 2: The Conclusion,263502914.0,18985794.0,244517120.0,/movie/Baahubali-2-The-Conclusion-(India),Action,"['Dharma-Productions', 'Arka-Media-Works', 'AA-Films']",,,['Prabhas'],['S.S. Rajamouli'],Prabhas,1,S.S. Rajamouli,1,Dharma-Productions,3
586,587,2013,Epic,262794441.0,107518682.0,155275759.0,/movie/Epic,Adventure,['Blue-Sky-Studios'],,,"['Colin Farrell', 'Josh Hutcherson', 'Amanda Seyfried']",['Chris Wedge'],Colin Farrell,3,Chris Wedge,1,Blue-Sky-Studios,1
587,588,1995,Jumanji,262758310.0,100458310.0,162300000.0,/movie/Jumanji,Adventure,['Tri-Star-Pictures'],448,210118803.0,['Robin Williams'],['Joe Johnston'],Robin Williams,1,Joe Johnston,1,Tri-Star-Pictures,1
588,589,2006,Borat,261443242.0,128505958.0,132937284.0,/movie/Borat,Comedy,"['Four-by-Two-Films', 'Everyman-Pictures', 'Dune-Entertainment', 'Major-Studio-Partners']",586,179517314.0,['Sacha Baron Cohen'],['Larry Charles'],Sacha Baron Cohen,1,Larry Charles,1,Four-by-Two-Films,4
589,590,1990,Total Recall,261400000.0,119394839.0,142005161.0,/movie/Total-Recall,Action,"['Carolco-Pictures', 'Ronald-Shusett', 'Tri-Star-Pictures']",310,259148830.0,['Arnold Schwarzenegger'],['Paul Verhoeven'],Arnold Schwarzenegger,1,Paul Verhoeven,1,Carolco-Pictures,3
590,591,1997,The Full Monty,261249383.0,45950122.0,215299261.0,/movie/Full-Monty-The,Comedy,"['Fox-Searchlight-Pictures', 'Redwave-Films']",,,[],[],,0,,0,Fox-Searchlight-Pictures,2
591,592,2005,Robots,260636271.0,128200012.0,132436259.0,/movie/Robots,Adventure,"['20th-Century-Fox-Animation', 'Blue-Sky-Studios']",565,183200009.0,"['Ewan McGregor', 'Halle Berry', 'Robin Williams']",['Carlos Saldanha'],Ewan McGregor,3,Carlos Saldanha,1,20th-Century-Fox-Animation,2
592,593,2013,The Lone Ranger,260002115.0,89302115.0,170700000.0,/movie/Lone-Ranger-The,Western,"['Walt-Disney-Pictures', 'Jerry-Bruckheimer', 'Blind-Wink', 'Infinitum-Nihil']",,,"['Johnny Depp', 'Armie Hammer', 'William Fichtner']",['Gore Verbinski'],Johnny Depp,3,Gore Verbinski,1,Walt-Disney-Pictures,4
593,594,2000,Charlie's Angels,259736090.0,125305545.0,134430545.0,/movie/Charlies-Angels,Action,"['Columbia-Pictures', 'Leonard-Goldberg', 'Flower-Films', 'Tall-Trees']",435,212746771.0,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu<sup>*</sup>']",['McG<sup>*</sup>'],Cameron Diaz,3,McG<sup>*</sup>,1,Columbia-Pictures,4
594,595,2017,Blade Runner 2049,259238971.0,92054159.0,167184812.0,/movie/Blade-Runner-2049,Thriller-or-Suspense,"['Alcon-Entertainment', 'Thunderbird-Films', 'Columbia-Pictures', 'Ridley-Scott-Associates', 'Bud-Yorkin', 'Torridon-Films', '16-14-Entertainment']",,,"['Ryan Gosling', 'Harrison Ford', 'Jared Leto']",['Denis Villeneuve'],Ryan Gosling,3,Denis Villeneuve,1,Alcon-Entertainment,7
595,596,2010,Knight and Day,258751370.0,76423035.0,182328335.0,/movie/Knight-and-Day,Action,"['20th-Century-Fox', 'Regency-Enterprises', 'Pink-Machine', 'Todd-Garner', 'Tree-Line-Film', 'New-Regency']",,,"['Tom Cruise', 'Cameron Diaz']",['James Mangold'],Tom Cruise,2,James Mangold,1,20th-Century-Fox,6
596,597,1985,Out of Africa,258210860.0,79096868.0,179113992.0,/movie/Out-of-Africa-(1985),Drama,['Nan'],493,198259874.0,[],[],,0,,0,Nan,1
597,598,2011,Super 8,257972745.0,127004179.0,130968566.0,/movie/Super-8,Thriller-or-Suspense,"['Amblin-Entertainment', 'Bad-Robot']",812,146703436.0,"['Kyle Chandler', 'Elle Fanning']",['J.J. Abrams'],Kyle Chandler,2,J.J. Abrams,1,Amblin-Entertainment,2
598,599,2013,American Hustle,257858943.0,150098456.0,107760487.0,/movie/American-Hustle,Black-Comedy,"['Atlas-Entertainment', 'Columbia-Pictures', 'Annapurna-Pictures']",662,168771534.0,"['Christian Bale', 'Amy Adams', 'Bradley Cooper']",['David O. Russell'],Christian Bale,3,David O. Russell,1,Atlas-Entertainment,3
599,600,2000,Erin Brockovich,257805243.0,125548685.0,132256558.0,/movie/Erin-Brockovich,Drama,"['Jersey-Films', 'Universal-Pictures', 'Columbia-Pictures']",433,213362882.0,[],[],,0,,0,Jersey-Films,3
600,601,2004,The Village,257641634.0,114197520.0,143444114.0,/movie/Village-The,Thriller-or-Suspense,"['Touchstone-Pictures', 'Blinding-Edge-Pictures', 'Scott-Rudin-Productions']",666,168445933.0,"['Joaquin Phoenix', 'Bryce Dallas Howard']",['M. Night Shyamalan'],Joaquin Phoenix,2,M. Night Shyamalan,1,Touchstone-Pictures,3
601,602,2014,Annabelle,256862920.0,84273813.0,172589107.0,/movie/Annabelle,Horror,"['Atomic-Monster', 'Safran-Company-The', 'RatPac-Entertainment', 'Dune-Entertainment']",,,['Annabelle Wallis'],['John R. Leonetti'],Annabelle Wallis,1,John R. Leonetti,1,Atomic-Monster,4
602,603,2007,Rush Hour 3,256585882.0,140125968.0,116459914.0,/movie/Rush-Hour-3,Action,"['New-Line-Cinema', 'Arthur-Sarkissian', 'Roger-Birnbaum']",545,186563057.0,[],[],,0,,0,New-Line-Cinema,3
603,604,1997,Bean,256574128.0,45334169.0,211239959.0,/movie/Bean,Comedy,['Working-Title-Films'],,,[],[],,0,,0,Working-Title-Films,1
604,605,2019,Us,256091919.0,175084580.0,81007339.0,/movie/Us-(2019),Thriller-or-Suspense,"['Monkeypaw-Pictures', 'Universal-Pictures', 'Perfect-World-Pictures']",617,175084580.0,"[""Lupita Nyong'o""]",['Jordan Peele'],Lupita Nyong'o,1,Jordan Peele,1,Monkeypaw-Pictures,3
605,606,2017,Gong fu yu jia,256004127.0,362657.0,255641470.0,/movie/Gong-fu-yu-jia-(China),Action,['Nan'],,,[],['Stanley Tong'],,0,Stanley Tong,1,Nan,1
606,607,2019,Fei Chi Ren Sheng,255832826.0,,255832826.0,/movie/Fei-Chi-Ren-Sheng-(China)(2019),Comedy,['Nan'],,,[],[],,0,,0,Nan,1
607,608,2014,The Taking of Tiger Mountain,255742933.0,222964.0,255519969.0,/movie/Taking-of-Tiger-Mountain-The,Adventure,"['Bona-Film-Group', 'August-First-Film-Studios', 'Huaxia-Film-and-Distribution-Coroporation']",,,['Zhang Hanyu'],['Tsui Hark'],Zhang Hanyu,1,Tsui Hark,1,Bona-Film-Group,3
608,609,2018,Halloween,255397089.0,159347015.0,96050074.0,/movie/Halloween-(2018),Horror,"['Blumhouse', 'Miramax-Films', 'Rough-House-Pictures', 'Universal-Pictures', 'Malek-Akkad']",716,160216049.0,"['Jamie Lee Curtis', 'Nick Castle', 'James Jude Courtney']",['David Gordon Green'],Jamie Lee Curtis,3,David Gordon Green,1,Blumhouse,5
609,610,1993,Cliffhanger,255000000.0,84049211.0,170950789.0,/movie/Cliffhanger,Action,['Nan'],547,185963948.0,[],[],,0,,0,Nan,1
610,611,2019,Gisaengchung,254688898.0,53369745.0,201319153.0,/movie/gi-saeng-chung-(South-Korea)-(2019),Black-Comedy,"['Barunson-E-and-A', 'Neon-Films', 'CJ-Entertainment']",,,"['Song Kang-ho', 'Sun-Kyun Lee', 'Cho Yeo-jeong']",['Joon-ho Bong'],Song Kang-ho,3,Joon-ho Bong,1,Barunson-E-and-A,3
611,612,2007,Wild Hogs,253555383.0,168213584.0,85341799.0,/movie/Wild-Hogs,Comedy,"['Touchstone-Pictures', 'Tollin-Robbins']",393,223958776.0,[],[],,0,,0,Touchstone-Pictures,2
612,613,2019,Men in Black: International,253020464.0,80001807.0,173018657.0,/movie/Men-in-Black-International-(2019),Adventure,"['Amblin-Entertainment', 'Parkes-Plus-Macdonald-Productions', 'Columbia-Pictures', 'Tencent-Pictures', 'Image-Nation']",,,"['Chris Hemsworth', 'Tessa Thompson', 'Liam Neeson']",['F. Gary Gray'],Chris Hemsworth,3,F. Gary Gray,1,Amblin-Entertainment,5
613,614,2014,Paddington,252780166.0,76223578.0,176556588.0,/movie/Paddington,Adventure,"['StudioCanal', 'Weinstein-Company', 'Anton-Capital-Entertainment']",,,['Ben Whishaw'],['Paul King'],Ben Whishaw,1,Paul King,1,StudioCanal,3
614,615,2017,Get Out,252500135.0,176040665.0,76459470.0,/movie/Get-Out-(2017),Horror,"['Blumhouse', 'QC-Entertainment', 'Universal-Pictures', 'Monkeypaw-Pictures']",585,179760768.0,"['Daniel Kaluuya', 'Allison Williams']",['Jordan Peele'],Daniel Kaluuya,2,Jordan Peele,1,Blumhouse,4
615,616,2010,True Grit,252276928.0,171243005.0,81033923.0,/movie/True-Grit-(2010),Western,"['Paramount-Pictures', 'Scott-Rudin-Productions', 'Skydance-Productions']",492,198311573.0,"['Jeff Bridges', 'Matt Damon', 'Josh Brolin']",['Joel Coen'],Jeff Bridges,3,Joel Coen,1,Paramount-Pictures,3
616,617,2009,Michael Jackson's This Is It,252091016.0,72091016.0,180000000.0,/movie/Michael-Jacksons-This-Is-It,Documentary,"['Columbia-Pictures', 'Michael-Jackson-Company-The']",,,[],['Kenny Ortega'],,0,Kenny Ortega,1,Columbia-Pictures,2
617,618,2013,After Earth,251499665.0,60522097.0,190977568.0,/movie/After-Earth,Action,"['Columbia-Pictures', 'Overbrook-Entertainment', 'Blinding-Edge-Pictures']",,,"['Will Smith', 'Jaden Smith']",['M. Night Shyamalan'],Will Smith,2,M. Night Shyamalan,1,Columbia-Pictures,3
618,619,2020,Dolittle,251409156.0,77047065.0,174362091.0,/movie/Dolittle,Adventure,"['Team-Downey', 'Universal-Pictures', 'Perfect-World-Pictures', 'Roth-Kirschenbaum-Films']",,,"['Robert Downey, Jr.', 'Emma Thompson', 'Rami Malek']",['Stephen Gaghan'],"Robert Downey, Jr.",3,Stephen Gaghan,1,Team-Downey,4
619,620,1998,Youâve Got Mail,250800000.0,115821495.0,134978505.0,/movie/Youve-Got-Mail-(1998),Drama,['Warner-Bros'],405,220543296.0,"['Tom Hanks', 'Meg Ryan']",['Nora Ephron'],Tom Hanks,2,Nora Ephron,1,Warner-Bros,1
620,621,1997,Hercules,250700000.0,99112101.0,151587899.0,/movie/Hercules-(1997),Adventure,['Nan'],495,197792338.0,[],[],,0,,0,Nan,1
621,622,1998,Enemy of the State,250649836.0,111549836.0,139100000.0,/movie/Enemy-of-the-State,Action,"['Don-Simpson', 'Jerry-Bruckheimer', 'Scott-Free-Films']",424,215658790.0,"['Will Smith', 'Gene Hackman']",['Tony Scott'],Will Smith,2,Tony Scott,1,Don-Simpson,3
622,623,2003,Brother Bear,250397798.0,85336277.0,165061521.0,/movie/Brother-Bear,Adventure,['Walt-Disney-Animation-Studios'],955,129542103.0,[],[],,0,,0,Walt-Disney-Animation-Studios,1
623,624,2019,Terminator: Dark Fate,250372367.0,62253077.0,188119290.0,/movie/Terminator-Dark-Fate-(2019),Action,"['Paramount-Pictures', 'Skydance-Productions', 'Twentieth-Century-Fox', 'Tencent-Pictures', 'TSG-Entertainment', 'Lightstorm-Entertainment']",,,['Arnold Schwarzenegger'],['Tim Miller'],Arnold Schwarzenegger,1,Tim Miller,1,Paramount-Pictures,6
624,625,1996,Space Jam,250180384.0,90463534.0,159716850.0,/movie/Space-Jam,Adventure,['Nan'],542,187091049.0,['Michael Jordan'],['Joe Pytka'],Michael Jordan,1,Joe Pytka,1,Nan,1
625,626,2015,The Peanuts Movie,250091610.0,130178411.0,119913199.0,/movie/Peanuts-Movie-The,Adventure,"['Blue-Sky-Studios', '20th-Century-Fox-Animation']",856,141397580.0,['Noah Schnapp'],['Steve Martino'],Noah Schnapp,1,Steve Martino,1,Blue-Sky-Studios,2
626,627,2015,Alvin and the Chipmunks: The Road Chip,249517956.0,85886987.0,163630969.0,/movie/Alvin-and-the-Chipmunks-The-Road-Chip,Adventure,"['Fox-2000-Pictures', 'Bagdasarian-Company', 'Regency-Enterprises']",,,"['Jason Lee', 'Justin Long', 'Matthew Gray Gubler']",['Walt Becker'],Jason Lee,3,Walt Becker,1,Fox-2000-Pictures,3
627,628,2006,Eragon,249488115.0,75030163.0,174457952.0,/movie/Eragon,Adventure,['Davis-Entertainment'],,,[],[],,0,,0,Davis-Entertainment,1
628,629,2017,Xi You Fu Yao Pian,248805149.0,880346.0,247924803.0,/movie/Xi-You-Fu-Yao-Pian-(China),Action,['Nan'],,,[],['Tsui Hark'],,0,Tsui Hark,1,Nan,1
629,630,2015,The Ghouls,248692722.0,1243810.0,247448912.0,/movie/Ghouls-The-(China),Adventure,"['Wanda-Media', 'Shine-Asia-Media-Company', 'Huayi-Brothers-Media-Corp', 'Beijing-Enlight-Pictures', 'China-Film-Company']",,,"['Chen Kun', 'Angelababy', 'Huang Bo']",['Wuershan'],Chen Kun,3,Wuershan,1,Wanda-Media,5
630,631,1999,The Blair Witch Project,248300000.0,140539099.0,107760901.0,/movie/Blair-Witch-Project-The,Horror,['Nan'],321,253413012.0,[],[],,0,,0,Nan,1
631,632,2002,The Ring,248218486.0,129094024.0,119124462.0,/movie/Ring-The,Horror,"['Parkes-Plus-Macdonald-Productions', 'Benderspink-Productions']",474,203421405.0,[],[],,0,,0,Parkes-Plus-Macdonald-Productions,2
632,633,2000,Unbreakable,248099143.0,94999143.0,153100000.0,/movie/Unbreakable,Thriller-or-Suspense,"['Touchstone-Pictures', 'Blinding-Edge-Pictures']",705,161043123.0,[],[],,0,,0,Touchstone-Pictures,2
633,634,2008,Marley & Me,247812011.0,143153751.0,104658260.0,/movie/Marley-and-Me,Comedy,"['Fox-2000-Pictures', 'Regency-Enterprises', 'Gil-Netter-Productions', 'Sunswept-Entertainment']",579,180644461.0,[],[],,0,,0,Fox-2000-Pictures,4
634,635,2008,Bienvenue chez les Ch'tis,247474497.0,1477650.0,245996847.0,/movie/Bienvenue-chez-les-Ch-tis,Comedy,['Nan'],,,[],[],,0,,0,Nan,1
635,636,2013,Grown Ups 2,247023808.0,133668525.0,113355283.0,/movie/Grown-Ups-2,Comedy,"['Columbia-Pictures', 'Happy-Madison']",787,150603151.0,"['Adam Sandler', 'Kevin James', 'Chris Rock']",['Dennis Dugan'],Adam Sandler,3,Dennis Dugan,1,Columbia-Pictures,2
636,637,2019,Glass,246999039.0,111048468.0,135950571.0,/movie/Glass-(2019),Thriller-or-Suspense,"['Blinding-Edge-Pictures', 'Blumhouse', 'Buena-Vista-Intl', 'Universal-Pictures']",,,"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson']",['M. Night Shyamalan'],James McAvoy,3,M. Night Shyamalan,1,Blinding-Edge-Pictures,4
637,638,2003,Love Actually,246821053.0,59472278.0,187348775.0,/movie/Love-Actually,Romantic-Comedy,['Working-Title-Films'],,,"['Hugh Grant', 'Liam Neeson', 'Colin Firth']",['Richard Curtis'],Hugh Grant,3,Richard Curtis,1,Working-Title-Films,1
638,639,1994,Dumb & Dumber,246400000.0,127175374.0,119224626.0,/movie/Dumb-and-Dumber,Comedy,['Katja-Motion-Picture-Corporation'],261,277066550.0,"['Jim Carrey', 'Jeff Daniels']",['Bobby Farrelly'],Jim Carrey,2,Bobby Farrelly,1,Katja-Motion-Picture-Corporation,1
